chr,start,end,length,abs_summit,pileup,-log(10) values,fold_enrichment,-log(10) values,name,Annotation,Accession,Symbol,Detailed Annotation
chr12,41093488,41093756,269,41093621,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_141,Intron,NM_053122,Immp2l,RSINE1|SINE|B4
chr12,44186209,44186463,255,44186311,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_142,Intergenic,NR_049203;NR_045113;NM_013760;NM_026164,Gm2027;Dnajb9;Mir5627;Pnpla8,Intergenic
chr12,45677929,45678278,350,45678084,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_143,Intergenic,,,MIR|SINE|MIR
chr12,51168257,51168649,393,51168477,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_144,Intergenic,,,L1Md_Gf|LINE|L1
chr12,54862761,54863325,565,54863027,21,11.924,5.56331,6.64923,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_145,Promoter,NM_007688,Cfl2,promoter-TSS (NM_007688)
chr12,54947476,54947822,347,54947546,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_146,Intron,NM_013815,Baz1a,ID_B1|SINE|B4
chr12,57309698,57309957,260,57309927,11,3.95825,2.89556,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_147,Intron,NM_001164370,Mipol1,"intron (NM_001164370, intron 4 of 9)"
chr12,57914956,57915373,418,57915087,14,5.46017,3.3791,0.70576,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_148,Intergenic,,,L1Md_A|LINE|L1
chr12,59022561,59022811,251,59022572,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_149,Intron,NM_025656,Gemin2,ID_B1|SINE|B4
chr12,60390218,60390560,343,60390307,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_151,Intergenic,,,L1Md_A|LINE|L1
chr12,63236768,63237029,262,63236950,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_152,Intergenic,,,Lx9|LINE|L1
chr12,64307098,64307386,289,64307328,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_153,Intergenic,,,Intergenic
chr12,64946559,64946951,393,64946907,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_154,Intron,NM_025707,Klhl28,"intron (NM_025707, intron 4 of 4)"
chr12,69624364,69624663,300,69624497,11,4.20818,3.03453,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_155,Intron,NM_001135559,Sos2,"intron (NM_001135559, intron 8 of 22)"
chr12,71776974,71777315,342,71777247,14,6.25545,3.79342,1.34371,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_156,Intergenic,NM_026102;NM_172464,Daam1,L1Md_F2|LINE|L1
chr12,74191642,74191924,283,74191757,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_157,Intron,NM_172804,Syt16,RSINE1|SINE|B4
chr12,74758654,74758924,271,74758690,9,3.00655,2.52878,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_158,Intergenic,,,ORR1B1|LTR|ERVL-MaLR
chr12,74977438,74977769,332,74977673,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_159,Intron,NM_172805,Kcnh5,"intron (NM_172805, intron 8 of 10)"
chr12,81193915,81194238,324,81194149,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_160,Intergenic,NM_001146217;NM_001167920;NM_080440;NM_022316;NR_037227,Smoc1;Slc8a3;Mir3067,Intergenic
chr12,85382849,85383387,539,85383161,21,11.924,5.56331,6.64923,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_161,Intergenic,NM_026775;NM_010234;NM_172414;NM_145138,Tmed10;Fos;Zc2hc1c;Nek9,Intergenic
chr12,95295484,95295737,254,95295578,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_163,Intergenic,,,MurERV4_19-int|LTR|ERVK
chr12,103579196,103579482,287,103579407,10,3.05198,2.478,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_164,Intron,NM_028980,Ppp4r4,"intron (NM_028980, intron 6 of 24)"
chr12,108893320,108893599,280,108893434,18,9.36087,4.80499,4.22128,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_165,Promoter,NM_177602;NM_001164314;NM_011710;NM_001164488,Wdr25;Wars,promoter-TSS (NM_001164488)
chr12,114096247,114096546,300,114096425,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_166,Intergenic,,,Lx2B2|LINE|L1
chr12,118708766,118709052,287,118708895,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_167,Intergenic,,,Intergenic
chr12,118720797,118721110,314,118720829,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_168,Intergenic,,,Intergenic
chr13,6752658,6752970,313,6752881,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_170,Intergenic,,,B4|SINE|B4
chr13,9518959,9519218,260,9519050,14,6.25545,3.79342,1.34371,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_171,Intron,NM_001081426,Dip2c,RSINE1|SINE|B4
chr13,10071474,10071918,445,10071803,14,6.25545,3.79342,1.34371,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_172,Intron,NM_033269,Chrm3,"intron (NM_033269, intron 3 of 4)"
chr13,13130340,13130649,310,13130427,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_175,Intergenic,NM_181852,Prl2c5,L1Md_F3|LINE|L1
chr13,13674213,13674492,280,13674337,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_176,Exon,NM_010748,Lyst,"exon (NM_010748, exon 22 of 53)"
chr13,16603766,16604027,262,16604015,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_177,Intergenic,,,L1Md_T|LINE|L1
chr13,17642116,17642389,274,17642126,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_178,Intron,NM_138654,Sugct,RLTR25B|LTR|ERVK
chr13,17750602,17750949,348,17750840,11,4.20818,3.03453,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_179,Intron,NM_027118;NM_001081058,Cdk13,"intron (NM_001081058, intron 6 of 13)"
chr13,22158582,22158962,381,22158628,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_180,Intergenic,NM_145850;NM_145849;NM_145845;NM_145844;NM_134225;NM_001080972,Vmn1r194;Vmn1r191;Vmn1r192;Vmn1r193;Vmn1r189;Vmn1r188,MMETn-int|LTR|ERVK
chr13,24614482,24614876,395,24614760,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_181,Promoter,NM_178658;NM_001286101,Fam65b,promoter-TSS (NM_001286101)
chr13,34077639,34077942,304,34077864,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_182,Promoter,NM_009450,Tubb2a,CpG
chr13,41381468,41382421,954,41381943,27,12.1572,4.72643,6.8704,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_183,Intron,NM_001111324,Nedd9,"intron (NM_001111324, intron 2 of 7)"
chr13,66275508,66275866,359,66275553,18,4.18332,2.48936,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_189,Intergenic,,,Intergenic
chr13,66297560,66297953,394,66297612,18,4.04151,2.43452,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_190,Intergenic,,,Intergenic
chr13,66402952,66403576,625,66403507,15,5.37109,3.22912,0.639203,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_191,Intergenic,NM_001290196;NM_183119,2410141K09Rik,Intergenic
chr13,66637393,66637704,312,66637546,14,5.46017,3.3791,0.70576,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_192,Intergenic,,,RLTR48A|LTR|ERV1
chr13,66739159,66739412,254,66739162,14,3.10707,2.25568,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_193,Intergenic,,,MMSAT4|Satellite|Satellite
chr13,76750411,76750680,270,76750550,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_194,Intron,NM_030174,Mctp1,MER2|DNA|TcMar-Tigger
chr13,76962954,76963240,287,76963052,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_195,Intron,NM_030174,Mctp1,L1VL2|LINE|L1
chr13,77958842,77959212,371,77958954,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_196,Intron,NM_138312;NR_028109;NM_001163420;NM_001163419,Fam172a,"intron (NM_001163419, intron 7 of 9)"
chr13,82541767,82542025,259,82541798,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_197,Intergenic,,,Intergenic
chr13,84282092,84282411,320,84282202,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_198,Intron,NR_029418;NR_029419;NM_175187,Tmem161b,"intron (NM_001361911, intron 5 of 11)"
chr13,88222665,88223227,563,88223090,13,4.18618,2.83441,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_199,Intergenic,,,RLTR24|LTR|ERV1
chr13,93470042,93470327,286,93470077,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_200,Intron,NM_021310,Jmy,"intron (NM_021310, intron 2 of 10)"
chr13,115456511,115456775,265,115456591,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_201,Intergenic,,,Intergenic
chr13,117327691,117327951,261,117327842,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_202,Intergenic,NM_010330,Emb,(CA)n|Simple_repeat|Simple_repeat
chr13,117807866,117808116,251,117808002,11,4.20818,3.03453,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_203,Intron,NM_010408,Hcn1,L1MA8|LINE|L1
chr14,9137160,9137441,282,9137385,9,3.00655,2.52878,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_208,Intergenic,,,L1Md_F2|LINE|L1
chr14,16689754,16690038,285,16689828,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_209,Intron,NM_001289761;NM_001289760,Rarb,L1Md_F2|LINE|L1
chr14,25184930,25185276,347,25185164,21,7.85469,3.71362,2.81471,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_212,Intergenic,NR_045718,4930572O13Rik,Intergenic
chr14,26467200,26467496,297,26467487,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_213,Intron,NM_032008,Slmap,"intron (NM_032008, intron 5 of 22)"
chr14,26579971,26580231,261,26580015,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_214,Promoter,NM_001134465;NM_145969,Dennd6a,"intron (NM_145969, intron 1 of 17)"
chr14,32784154,32784659,506,32784550,13,5.54349,3.54052,0.727989,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_215,Promoter,NM_001163616,1810011H11Rik,Intergenic
chr14,39363203,39363461,259,39363313,13,5.54306,3.54029,0.727989,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_216,Intron,NM_001190188;NM_008734;NM_001190187,Nrg3,"intron (NM_001190187, intron 1 of 9)"
chr14,44385238,44385581,344,44385290,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_222,Intergenic,,,Intergenic
chr14,45088991,45089304,314,45089161,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_223,Intergenic,NM_008964;NM_172597,Txndc16;Ptger2,Intergenic
chr14,49949524,49949875,352,49949618,9,3.00655,2.52878,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_224,Intergenic,NM_001011530;NM_146492;NM_146494;NM_146317,Olfr723;Olfr722;Olfr725;Olfr724,ETnERV-int|LTR|ERVK
chr14,50425780,50426066,287,50425858,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_225,Promoter,NM_146668,Olfr739,TTS (NM_146668)
chr14,55913431,55913785,355,55913563,44,30.9559,9.11059,25.0906,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_226,Intergenic,NM_001024714;NR_028284;NM_001168346;NM_027143;NM_019820;NM_023699;NM_010780;NM_001082975;NM_001040072;NR_002889,Sdr39u1;Gm5801;Nfatc4;Nynrin;Cbln3;Cma2;Cma1;Khnyn;Mcpt-ps1,LTR72_RN|LTR|ERV1
chr14,56274637,56274916,280,56274757,12,3.62513,2.63195,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_227,Intergenic,NM_010374;NM_138652;NM_013542;NM_010371,Gzmf;Atp12a;Gzmb;Gzmc,L1MC1|LINE|L1
chr14,58569297,58569593,297,58569320,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_228,Intergenic,,,L1Md_T|LINE|L1
chr14,71541748,71542008,261,71541800,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_229,Intergenic,,,Intergenic
chr14,72962048,72962321,274,72962174,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_230,Intergenic,NR_027860;NM_001162412;NM_133720,Gm9199;Cysltr2,L1MA5|LINE|L1
chr14,75132062,75132346,285,75132062,12,3.38882,2.51159,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_231,Promoter,NM_027581;NM_001247984,Lrrc63;Lcp1,"intron (NM_001247984, intron 1 of 15)"
chr14,76781395,76781656,262,76781502,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_232,Intergenic,NR_015485,1700108F19Rik,Intergenic
chr14,80942999,80943321,323,80943093,9,3.00655,2.52878,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_233,Intergenic,,,Intergenic
chr14,81601457,81601766,310,81601654,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_234,Intergenic,,,L1MA4|LINE|L1
chr14,81963905,81964191,287,81964158,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_235,Intergenic,,,L1MA4|LINE|L1
chr14,82386304,82386567,264,82386438,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_236,Intergenic,,,Intergenic
chr14,86946196,86946505,310,86946342,13,5.54349,3.54052,0.727989,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_237,Intron,NM_019670,Diap3,L1Md_T|LINE|L1
chr14,89421619,89421909,291,89421634,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_238,Intergenic,,,B1F1|SINE|Alu
chr14,90332447,90332835,389,90332763,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_239,Intergenic,NR_045712,4930474H20Rik,ORR1D1|LTR|ERVL-MaLR
chr14,92771897,92772244,348,92772024,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_240,Intergenic,,,Intergenic
chr14,95769511,95769764,254,95769714,12,3.62513,2.63195,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_241,Intergenic,,,Intergenic
chr14,108259636,108259969,334,108259917,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_242,Intergenic,,,RMER15-int|LTR|ERVL
chr14,108652709,108653044,336,108652878,13,5.54306,3.54029,0.727989,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_243,Intergenic,,,Intergenic
chr14,109534073,109534369,297,109534093,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_244,Intergenic,NR_039542,Mir3964,Intergenic
chr14,118864351,118864617,267,118864382,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_245,Intron,NM_001160097;NM_001160096;NM_001160099;NM_001160098;NM_021386;NM_023878,Cldn10,"intron (NM_001160097, intron 3 of 3)"
chr14,118963070,118963335,266,118963252,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_246,Intron,NM_008929,Dnajc3,"intron (NM_008929, intron 4 of 11)"
chr14,119396891,119397140,250,119396930,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_247,Intron,NM_015820,Hs6st3,L1MC4|LINE|L1
chr14,121797580,121797937,358,121797784,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_248,Promoter,NM_134074,Dock9,promoter-TSS (NM_134074)
chr15,7271461,7271729,269,7271593,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_249,Intron,NM_178748;NM_001289496;NM_001289498,Egflam,"intron (NM_178748, intron 6 of 21)"
chr15,16497343,16497598,256,16497478,11,4.20818,3.03453,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_250,Intergenic,,,Intergenic
chr15,21297003,21297284,282,21297249,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_251,Intron,NM_001008420,Cdh12,ORR1A2-int|LTR|ERVL-MaLR
chr15,25244171,25244490,320,25244390,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_252,Intergenic,,,L1MA6|LINE|L1
chr15,31137141,31137462,322,31137256,13,5.54306,3.54029,0.727989,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_253,Intergenic,NR_045186;NM_146057,Dap;4930430F21Rik,Lx|LINE|L1
chr15,34055816,34056111,296,34056015,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_254,Intergenic,NM_026002,Mtdh,Intergenic
chr15,35288515,35288969,455,35288526,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_255,Intergenic,NM_177151;NR_045280;NM_054049,BC048602;Osr2;Vps13b,Intergenic
chr15,36649744,36650230,487,36650182,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_256,Intergenic,NM_025712;NM_008774,Snx31;Pabpc1,Intergenic
chr15,40711540,40711809,270,40711784,12,4.86013,3.28741,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_257,Intron,NM_011766,Zfpm2,"intron (NM_001356998, intron 1 of 6)"
chr15,47416175,47416494,320,47416306,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_258,Intergenic,,,Lx2B2|LINE|L1
chr15,47934472,47934733,262,47934611,11,3.89673,2.86163,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_259,Intron,NM_001081391,Csmd3,"intron (NM_001081391, intron 22 of 70)"
chr15,49232902,49233214,313,49232998,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_260,Intergenic,,,Intergenic
chr15,49378055,49378373,319,49378109,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_261,Intergenic,,,L1Md_A|LINE|L1
chr15,50680388,50680652,265,50680405,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_262,Intron,NM_032000,Trps1,"intron (NM_001310481, intron 4 of 5)"
chr15,55160622,55160966,345,55160711,20,11.0492,5.31043,5.81844,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_263,Intron,NM_001037937;NM_145470,Deptor,L1Md_T|LINE|L1
chr15,55838850,55839168,319,55838941,19,9.07396,4.50546,3.95452,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_264,Intron,NM_016667,Sntb1,"intron (NM_016667, intron 1 of 6)"
chr15,57043974,57044246,273,57044060,13,5.54349,3.54052,0.727989,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_265,Intergenic,,,Intergenic
chr15,66445588,66446039,452,66445943,22,5.04678,2.5905,0.351881,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_266,Intron,NM_019457,Lrrc6,"intron (NM_019457, intron 7 of 11)"
chr15,66825618,66825963,346,66825701,25,12.7675,5.2639,7.45822,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_267,Intron,NM_009375;NM_009192;NM_001029841,Tg;Sla,URR1A|DNA|hAT-Charlie
chr15,78248537,78248844,308,78248687,15,5.39229,3.23932,0.648803,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_269,Intron,NM_008677,Ncf4,"intron (NM_008677, intron 1 of 9)"
chr15,78449242,78449496,255,78449321,17,5.35512,3.03842,0.624331,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_270,Intron,NM_027902,Tmprss6,"intron (NM_001355601, intron 10 of 17)"
chr15,78582078,78582405,328,78582169,10,3.58946,2.78166,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_271,Intergenic,NM_001204153;NM_001204152;NM_009218;NM_028195;NM_028331;NM_183141;NM_009008;NM_008368,Il2rb;Rac2;C1qtnf6;Sstr3;Cyth4;Elfn2,promoter-TSS (NR_155437)
chr15,79544517,79544929,413,79544637,12,4.86013,3.28741,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_272,Promoter,NM_001040187;NM_199080;NM_199079,Ddx17,"intron (NM_001040187, intron 1 of 12)"
chr15,80848644,80848997,354,80848679,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_273,Intron,NM_144812;NM_177124,Tnrc6b,L1MD2|LINE|L1
chr15,90627721,90627983,263,90627805,12,4.86052,3.28763,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_274,Intron,NM_025815,Cpne8,"intron (NM_001357979, intron 3 of 18)"
chr15,94602137,94602455,319,94602386,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_277,Intergenic,NM_008971;NM_029926;NM_178789;NM_172437,Pus7l;Twf1;Irak4;Tmem117,Intergenic
chr15,100468715,100469281,567,100469043,19,8.09934,4.04915,3.04688,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_278,Promoter,NM_134093,Letmd1,promoter-TSS (NM_134093)
chr15,103774465,103774749,285,103774511,12,4.31933,2.99484,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_279,Intron,NM_009268,Mucl1,"intron (NM_009268, intron 2 of 5)"
chr15,103789859,103790108,250,103789916,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_280,Intron,NM_009268,Mucl1,"intron (NM_009268, intron 2 of 5)"
chr16,4141530,4141822,293,4141586,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_282,Intron,NM_001025432,Crebbp,B1_Mur2|SINE|Alu
chr16,9599042,9599358,317,9599156,11,3.0945,2.42949,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_283,Intron,NM_008170,Grin2a,RLTR17B_Mm|LTR|ERVK
chr16,21973195,21973549,355,21973492,11,4.20853,3.03473,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_284,Intron,NM_153404;NM_001289582;NM_001289581;NM_001083894,Liph,B1_Mus1|SINE|Alu
chr16,23447198,23447541,344,23447254,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_285,Intergenic,NM_001252506;NM_001252505;NM_145933;NM_008555;NM_001004151,Rtp1;Masp1;St6gal1,MLT1C|LTR|ERVL-MaLR
chr16,24154020,24154300,281,24154116,31,15.3343,5.40164,9.90213,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_286,Intergenic,,,ID_B1|SINE|B4
chr16,25821226,25821554,329,25821548,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_287,Intron,NM_001127259;NM_001127265;NM_001127264;NM_001127263;NM_001127262;NM_001127261;NM_001127260;NM_011641,Trp63,B1F|SINE|Alu
chr16,45154042,45154371,330,45154335,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_289,Intron,NM_028756,Slc35a5,"intron (NM_001356453, intron 2 of 6)"
chr16,45204339,45204724,386,45204672,17,5.35512,3.03842,0.624331,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_290,Intergenic,NM_177584;NM_026439;NM_001037719;NM_026402;NM_028756,Slc35a5;Ccdc80;Btla;Atg3,Intergenic
chr16,45949977,45950344,368,45950297,12,4.86013,3.28741,0.184449,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_291,Intergenic,NM_001134480;NM_032465,Cd96;Plcxd2,"intron (NR_152227, intron 2 of 2)"
chr16,47064920,47065225,306,47065007,9,3.00683,2.52894,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_292,Intergenic,,,L1Md_A|LINE|L1
chr16,47803849,47804171,323,47804090,12,3.62513,2.63195,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_293,Intergenic,,,L1Md_A|LINE|L1
chr16,51530706,51530992,287,51530956,10,3.58977,2.78184,0,8038_CK_13_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_294,Intergenic,,,Intergenic
