chr,start,end,length,abs_summit,pileup,-log(10) values,fold_enrichment,-log(10) values,name,Annotation,Accession,Symbol,Detailed Annotation
chr13,40924006,40924308,303,40924140,38,18.6023,5.60633,13.2374,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_311,Intron,NM_008105;NM_133219;NM_023887,Gcnt2,"intron (NM_133219, intron 1 of 2)"
chr13,41372821,41373082,262,41372971,22,4.99272,2.57216,0.714478,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_312,Intron,NM_001111324,Nedd9,"intron (NM_001111324, intron 2 of 7)"
chr13,41381390,41382556,1167,41381612,52,43.723,12.399,37.7002,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_313,Intron,NM_001111324,Nedd9,"intron (NM_001111324, intron 2 of 7)"
chr13,41383658,41383945,288,41383755,12,3.83713,2.74128,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_314,Intron,NM_001111324,Nedd9,RLTR22_Mur|LTR|ERVK
chr13,42051231,42051705,475,42051628,15,5.34942,3.2187,1.01968,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_315,Promoter,NM_007772,Hivep1,promoter-TSS (NM_007772)
chr13,43268722,43269178,457,43269039,30,14.5478,5.24376,9.36851,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_316,Intron,NM_001033399,Gfod1,"intron (NM_001033399, intron 1 of 1)"
chr13,44247203,44247479,277,44247228,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_317,Intergenic,NR_045088,A330076C08Rik,Intergenic
chr13,45156813,45157079,267,45156868,12,4.10919,2.8835,0.163868,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_318,Intergenic,,,Intergenic
chr13,45693353,45693615,263,45693382,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_319,Intron,NM_001199305;NM_001199304;NM_009124,Atxn1,"intron (NM_001199304, intron 5 of 6)"
chr13,46736521,46736799,279,46736563,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_320,Intergenic,NM_001033192;NM_175749;NM_010617;NM_026056,Nup153;Kif13a;C78339;Cap2,Intergenic
chr13,51634125,51634371,247,51634287,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_321,Intergenic,NM_009167;NM_029279;NM_013660;NM_025415;NM_001281880,Cks2;Sema4d;Secisbp2;Shc3,RLTR6_Mm|LTR|ERV1
chr13,51754638,51755053,416,51754899,16,3.05212,2.13859,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_322,Intron,NM_013660;NM_001281880,Sema4d,"intron (NM_001281880, intron 2 of 16)"
chr13,51767699,51768475,777,51768370,26,8.11485,3.36791,3.38565,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_323,Intron,NM_013660;NM_001281880,Sema4d,"intron (NM_001281880, intron 1 of 16)"
chr13,51800541,51800832,292,51800641,14,5.3579,3.32711,1.0243,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_324,Intergenic,NM_013660;NM_011817;NM_001281880,Sema4d;Gadd45g,B4|SINE|B4
chr13,54687781,54688163,383,54688045,13,5.66592,3.60682,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_325,Promoter,NM_001146027;NM_001146025;NM_001146026;NM_134064,Rnf44,promoter-TSS (NM_001146026)
chr13,55513038,55513280,243,55513147,10,3.56046,2.76506,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_326,Promoter,NM_001114087;NR_104287;NM_001114088;NM_026131,Pdlim7,CpG
chr13,64885530,64885790,261,64885563,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_327,Intron,NM_001081129,Cntnap3,"intron (NM_001081129, intron 2 of 23)"
chr13,66293802,66294037,236,66293862,22,5.39808,2.71079,1.05579,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_329,Intergenic,,,Intergenic
chr13,66337168,66337485,318,66337220,13,5.2558,3.3864,0.952354,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_330,Intergenic,NM_001290196;NM_183119,2410141K09Rik,ORR1A4-int|LTR|ERVL-MaLR
chr13,66382281,66382529,249,66382448,13,4.6267,3.05771,0.479743,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_331,Intergenic,NM_001290196;NM_183119,2410141K09Rik,L1_Mus3|LINE|L1
chr13,66403346,66403862,517,66403515,19,8.04279,4.02338,3.31506,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_332,Intergenic,NM_001290196;NM_183119,2410141K09Rik,Intergenic
chr13,66743966,66744243,278,66744197,13,4.06563,2.77427,0.140342,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_333,Intergenic,,,L1_Mur3|LINE|L1
chr13,73549360,73549622,263,73549474,13,5.66592,3.60682,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_334,Intron,NM_010020,Slc6a3,Lx5|LINE|L1
chr13,74762324,74762735,412,74762390,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_335,Intron,NM_001301157;NM_001301156;NM_001301155;NM_001301153;NM_009817,Cast,MIRb|SINE|MIR
chr13,80930648,80930912,265,80930659,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_336,Intergenic,NM_001042591;NR_015587;NR_103550,9330111N05Rik;5430425K12Rik;Arrdc3,Intergenic
chr13,84869014,84869291,278,84869153,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_337,Intergenic,,,Lx5c|LINE|L1
chr13,91371111,91371382,272,91371329,12,3.59242,2.61519,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_338,Exon,NR_045161,A830009L08Rik,"non-coding (NR_045161, exon 3 of 3)"
chr13,92244790,92245046,257,92244966,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_339,Intron,NM_010829,Msh3,B3A|SINE|B2
chr13,93094113,93094719,607,93094388,15,3.32651,2.30003,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_340,Promoter,NR_046182,A630019I02Rik,promoter-TSS (NR_046182)
chr13,96956354,96956754,401,96956661,16,6.48226,3.65689,1.95497,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_341,Intergenic,NM_001284205;NM_001166065;NR_104276;NM_025585;NM_001080777,Gcnt4;1700029F12Rik,Intergenic
chr13,96995348,96995592,245,96995489,13,5.66592,3.60682,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_342,Intergenic,NM_001284205;NM_025585;NM_001166065;NR_104276;NM_001080777;NM_001146045;NM_001100458,Fam169a;Gcnt4;1700029F12Rik,Intergenic
chr13,97906363,97906666,304,97906522,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_343,Intron,NM_012026,Arhgef28,L1MC5a|LINE|L1
chr13,100744243,100744603,361,100744542,18,7.33575,3.82221,2.69127,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_344,Promoter,NM_001190264;NM_025369,Mrps36,CpG
chr13,101532947,101533630,684,101533201,16,4.74102,2.85058,0.555382,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_345,Intergenic,,,Intergenic
chr13,101540424,101540723,300,101540583,26,16.485,6.78697,11.205,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_346,Intergenic,,,Intergenic
chr13,103777740,103778119,380,103777817,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_347,Intergenic,NM_001289473;NM_001005868;NM_172592;NM_001289475;NM_001289474,Srek1;Erbb2ip,Intergenic
chr13,104351467,104351780,314,104351510,11,4.17581,3.01643,0.186974,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_348,Intron,NM_001081020,Adamts6,"intron (NM_001081020, intron 8 of 24)"
chr13,104530617,104530851,235,104530815,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_349,Intergenic,NM_001081020,Adamts6,Intergenic
chr13,104574180,104574661,482,104574572,22,10.2846,4.62688,5.35763,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_350,Intergenic,NM_026072;NM_001081020,Cwc27;Adamts6,MLT1G|LTR|ERVL-MaLR
chr13,105606722,105606998,277,105606860,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_351,Intergenic,,,Intergenic
chr13,109230313,109230550,238,109230368,13,5.66592,3.60682,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_352,Intron,NM_011056,Pde4d,"intron (NM_011056, intron 3 of 16)"
chr13,109975621,109975883,263,109975694,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_353,Intergenic,NM_011056;NR_035442;NM_023852,Mir1904;Rab3c;Pde4d,Lx8b|LINE|L1
chr13,111448757,111448992,236,111448939,10,3.48565,2.72235,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_354,Exon,NM_001122963;NM_028487,Gpbp1,"intron (NM_001361923, intron 5 of 11)"
chr13,113134840,113135177,338,113134995,51,29.7273,7.34333,23.9636,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_355,Intergenic,NR_029961;NR_030452;NM_010370;NR_030602;NM_023612;NM_027127;NM_001281487;NM_008196,Gzma;Mir449a;Mir449b;Mir449c;Gpx8;Cdc20b;Gzmk;Esm1,Intergenic
chr13,115221511,115221864,354,115221657,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_356,Intergenic,,,Intergenic
chr13,117284171,117284510,340,117284240,21,6.45983,3.16254,1.93586,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_357,Intergenic,NM_010330,Emb,Intergenic
chr13,117807564,117807854,291,117807596,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_358,Intron,NM_010408,Hcn1,Lx7|LINE|L1
chr13,118584872,118585144,273,118584991,11,4.09224,2.96984,0.153202,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_359,Intron,NR_045982,1700003P14Rik,"intron (NR_045982, intron 2 of 3)"
chr13,119436210,119436473,264,119436446,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_360,Intron,NM_001079849;NM_145457,Paip1,B3|SINE|B2
chr14,16112934,16113170,237,16112936,11,3.06514,2.41403,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_361,Intergenic,,,L1Md_T|LINE|L1
chr14,16255997,16256300,304,16256236,19,7.63271,3.8387,2.96447,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_362,Intron,NM_021504,Ngly1,"intron (NM_001362432, intron 2 of 11)"
chr14,17387111,17387403,293,17387308,10,3.56046,2.76506,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_363,Intergenic,,,Intergenic
chr14,18161206,18161445,240,18161403,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_364,Intergenic,NM_011584,Nr1d2,L1_Mus3|LINE|L1
chr14,19993609,19994143,535,19994025,16,7.91394,4.37971,3.19954,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_365,Intergenic,NM_026209;NM_001038637;NM_001285910;NM_001285911;NM_001285909;NM_001285908;NM_010315,Saysd1;Gng2,Intergenic
chr14,20181574,20181809,236,20181755,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_366,Promoter,NM_021542,Kcnk5,promoter-TSS (NM_021542)
chr14,20784978,20785308,331,20785287,11,4.17581,3.01643,0.186974,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_367,Intron,NM_178597;NM_001039139;NM_001039138,Camk2g,"intron (NM_001039138, intron 2 of 19)"
chr14,25161284,25162287,1004,25162133,46,25.5178,6.75634,19.8731,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_368,Intergenic,NR_045718,4930572O13Rik,Intergenic
chr14,26579658,26580330,673,26579777,11,3.79783,2.80733,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_369,Promoter,NM_001134465;NM_145969,Dennd6a,CpG
chr14,26637534,26638212,679,26637828,27,8.81041,3.52238,4.00161,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_370,Promoter,NM_007479,Arf4,promoter-TSS (NM_007479)
chr14,27354409,27354714,306,27354493,12,3.59242,2.61519,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_371,Intron,NM_027871;NM_001289686;NM_001289687,Arhgef3,"intron (NM_001289687, intron 1 of 9)"
chr14,27402815,27403067,253,27402946,18,4.79706,2.73129,0.603806,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_372,Exon,NM_027871;NM_001289688;NM_001289686;NM_001289687,Arhgef3,"3' UTR (NM_001289688, exon 10 of 10)"
chr14,31430958,31431211,254,31431014,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_373,Intron,NM_011894,Sh3bp5,"intron (NM_011894, intron 2 of 8)"
chr14,31829710,31830117,408,31829846,22,11.4452,5.15506,6.43924,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_374,Promoter,NM_001024604,Ankrd28,CpG
chr14,40336688,40337144,457,40336771,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_376,Intergenic,,,L1_Mus2|LINE|L1
chr14,41306114,41306394,281,41306325,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_377,Intergenic,,,Intergenic
chr14,45656388,45656750,363,45656505,13,5.66592,3.60682,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_379,Promoter,NM_176845;NM_001042719;NM_001039106;NM_001284399;NR_039593,Ddhd1;Mir5131,"intron (NM_001042719, intron 1 of 13)"
chr14,52022673,52023026,354,52022941,20,3.39738,2.11382,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_380,Promoter,NM_027248;NM_001253696,Zfp219,Intergenic
chr14,54227429,54227780,352,54227694,32,7.2541,2.76843,2.62223,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_382,Intergenic,NM_010015;NM_001205181;NM_001113358;NM_010991;NM_134076,Dad1;Olfr49;Abhd4,Intergenic
chr14,54230999,54231464,466,54231393,22,11.3876,5.12817,6.38472,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_383,Intergenic,NM_010015;NM_001205181;NM_001113358;NM_010991;NM_134076,Dad1;Olfr49;Abhd4,RSINE1|SINE|B4
chr14,54233117,54233568,452,54233523,16,7.58177,4.20727,2.92285,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_384,Intergenic,NM_010015;NM_001205181;NM_001113358;NM_010991;NM_134076,Dad1;Olfr49;Abhd4,Intergenic
chr14,55882232,55882621,390,55882462,13,5.66592,3.60682,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_385,Promoter,NM_027143;NM_019820,Khnyn;Cbln3,"3' UTR (NM_019820, exon 3 of 3)"
chr14,55913222,55913823,602,55913565,53,40.7151,10.8631,34.7362,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_386,Intergenic,NM_001024714;NR_028284;NM_001168346;NM_027143;NM_019820;NM_023699;NM_010780;NM_001082975;NM_001040072;NR_002889,Sdr39u1;Gm5801;Nfatc4;Nynrin;Cbln3;Cma2;Cma1;Khnyn;Mcpt-ps1,LTR72_RN|LTR|ERV1
chr14,60131800,60132051,252,60131921,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_387,Intergenic,NM_170591;NR_030458;NM_015803,Atp8a2;Mir719;Nupl1,Intergenic
chr14,65330627,65330882,256,65330691,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_388,Intergenic,NM_021458;NM_010932;NM_015795;NM_199029;NM_001205075,Pnoc;Fzd3;Fbxo16;Zfp395,L1MC4|LINE|L1
chr14,70271979,70272547,569,70272371,30,7.16576,2.83691,2.53808,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_389,Intron,NM_008915,Ppp3cc,B3|SINE|B2
chr14,76781587,76781870,284,76781689,24,14.5826,6.28423,9.39679,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_390,Intergenic,NR_015485,1700108F19Rik,Intergenic
chr14,76783186,76783432,247,76783328,13,5.66592,3.60682,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_391,Intergenic,NR_015485,1700108F19Rik,Lx7|LINE|L1
chr14,78437970,78438404,435,78438282,20,9.21746,4.42822,4.38212,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_392,Intergenic,NM_001164503,Akap11,Intergenic
chr14,79426446,79426765,320,79426661,19,4.39531,2.51599,0.279162,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_393,Promoter,NM_001024135,Kbtbd7,promoter-TSS (NM_001024135)
chr14,82216751,82216989,239,82216846,14,6.38852,3.86445,1.87408,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_394,Intergenic,,,Lx9|LINE|L1
chr14,93363902,93364139,238,93364032,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_395,Intron,NM_001271799;NM_001271800;NM_001081377;NM_001271798,Pcdh9,"intron (NM_001271798, intron 2 of 3)"
chr14,106198479,106198738,260,106198586,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_396,Intergenic,NR_073203;NM_198601,Trim52,Intergenic
chr14,107329096,107329384,289,107329323,12,4.82437,3.2678,0.610116,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_397,Intergenic,,,Intergenic
chr14,108944949,108945191,243,108945010,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_398,Intergenic,NM_199065,Slitrk1,Intergenic
chr14,109016817,109017177,361,109017132,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_399,Intergenic,,,Intergenic
chr14,121199443,121199689,247,121199554,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_400,Intron,NM_134082,Farp1,"intron (NM_134082, intron 2 of 26)"
chr14,121325115,121325535,421,121325272,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_401,Intron,NM_145465,Stk24,"intron (NM_145465, intron 2 of 10)"
chr14,121797717,121798105,389,121797913,13,4.1501,2.81636,0.186974,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_402,Promoter,NM_134074,Dock9,promoter-TSS (NM_134074)
chr15,4659542,4659793,252,4659738,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_403,Intergenic,NM_177355;NM_016704,Plcxd3;C6,L1Md_F2|LINE|L1
chr15,4816510,4817108,599,4816943,38,18.6023,5.60633,13.2374,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_404,Intergenic,NM_001166066;NM_016704,Mroh2b;C6,Intergenic
chr15,5517491,5518111,621,5517624,16,7.91394,4.37971,3.19954,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_405,Intron,NR_045274,5430437J10Rik,"intron (NR_045274, intron 1 of 4)"
chr15,6574721,6575036,316,6574738,10,3.56046,2.76506,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_406,Intergenic,NM_001278269;NM_013485;NM_011815,Fyb;C9,Intergenic
chr15,20961377,20961810,434,20961544,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_407,Intergenic,,,Intergenic
chr15,25884477,25884719,243,25884561,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_408,Intron,NM_001034851,Fam134b,"intron (NM_001034851, intron 1 of 8)"
chr15,27270546,27270882,337,27270684,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_409,Intergenic,,,Intergenic
chr15,36562560,36562905,346,36562902,10,3.56046,2.76506,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_410,Intergenic,NM_025712;NM_175134;NM_008774,Snx31;Pabpc1;Ankrd46,RLTR17B_Mm|LTR|ERVK
chr15,36650080,36650354,275,36650181,13,5.50389,3.51917,1.13731,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_411,Intergenic,NM_025712;NM_008774,Snx31;Pabpc1,L2|LINE|L2
chr15,46148555,46148849,295,46148568,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_412,Intergenic,,,Intergenic
chr15,46461965,46462266,302,46462069,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_413,Intron,NR_040451,4930523O13Rik,"intron (NR_040451, intron 2 of 8)"
chr15,48531104,48531443,340,48531385,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_414,Intron,NM_001081391,Csmd3,"intron (NM_001081391, intron 4 of 70)"
chr15,53157045,53157291,247,53157099,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_415,Intron,NM_010162,Ext1,"intron (NM_010162, intron 1 of 10)"
chr15,55838848,55839345,498,55838976,18,8.6425,4.44494,3.86746,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_416,Intron,NM_016667,Sntb1,"intron (NM_016667, intron 1 of 6)"
chr15,56532520,56532884,365,56532808,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_417,Intergenic,,,Intergenic
chr15,58198564,58198869,306,58198857,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_418,Intron,NM_026346,Fbxo32,"intron (NM_026346, intron 4 of 8)"
chr15,59600293,59600881,589,59600771,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_419,Intron,NM_026746,Nsmce2,"intron (NM_026746, intron 6 of 6)"
chr15,61408556,61409071,516,61408776,17,5.30858,3.01827,0.997922,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_420,Intergenic,,,Intergenic
chr15,61439804,61440275,472,61440029,11,3.52989,2.66169,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_421,Intergenic,,,Intergenic
chr15,61546741,61547036,296,61546847,16,7.77452,4.30699,3.09004,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_422,Intergenic,,,Intergenic
chr15,61987742,61988051,310,61988044,14,3.67846,2.51522,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_423,Promoter,NM_001177354;NM_001177352;NM_001177353;NM_010849,Myc,"exon (NM_001177354, exon 2 of 3)"
chr15,62092865,62093150,286,62093093,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_424,Intron,NR_003368,Pvt1,"intron (NR_132746, intron 1 of 6)"
chr15,62181185,62181676,492,62181435,12,4.76634,3.23605,0.5776,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_425,Intron,NR_003368,Pvt1,"intron (NR_132747, intron 2 of 4)"
chr15,62456636,62457194,559,62457091,17,5.65644,3.17019,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_426,Intergenic,,,Intergenic
chr15,62807518,62808013,496,62807644,12,4.10919,2.8835,0.163868,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_427,Intergenic,,,Intergenic
chr15,63972161,63972406,246,63972265,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_429,Intron,NM_144846,Fam49b,"intron (NM_144846, intron 1 of 11)"
chr15,64023936,64024181,246,64024024,23,9.15396,4.02435,4.32418,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_430,Intron,NM_144846,Fam49b,"intron (NM_001360036, intron 1 of 12)"
chr15,64163817,64164106,290,64163898,12,4.40624,3.04128,0.280875,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_431,Intron,NM_001276462;NM_001276463;NM_001276461;NM_001276467;NM_010026,Asap1,"intron (NM_010026, intron 9 of 30)"
chr15,64205697,64206005,309,64205817,29,8.74805,3.35499,3.95471,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_432,Intron,NM_001276462;NM_001276463;NM_001276461;NM_001276467;NM_010026,Asap1,"intron (NM_010026, intron 4 of 30)"
chr15,65914946,65915309,364,65915117,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_434,Intergenic,NM_133766;NM_010953;NM_001145096;NM_152923,Hhla1;Efr3a;Oc90;Kcnq3,RLTR14|LTR|ERV1
chr15,66445426,66446162,737,66445964,25,6.50794,2.90766,1.97521,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_435,Intron,NM_019457,Lrrc6,"intron (NM_019457, intron 7 of 11)"
chr15,66825302,66826009,708,66825716,29,16.1071,6.02869,10.8496,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_436,Intron,NM_009375;NM_009192;NM_001029841,Tg;Sla,"intron (NM_009192, intron 1 of 8)"
chr15,73383483,73383757,275,73383579,12,3.59242,2.61519,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_437,Intron,NM_007982;NM_001130409,Ptk2,"intron (NM_001358045, intron 2 of 33)"
chr15,76757801,76758041,241,76757804,16,3.05212,2.13859,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_438,Intron,NM_001168288;NM_198420,Arhgap39,"intron (NM_198420, intron 2 of 10)"
