chr,start,end,length,abs_summit,pileup,-log(10) values,fold_enrichment,-log(10) values,name,Annotation,Accession,Symbol,Detailed Annotation
chr13,70637368,70638332,965,70638151,22,15.5934,7.26536,11.9824,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2876,Promoter,NM_144837,Ice1,promoter-TSS (NM_144837)
chr13,73330937,73331385,449,73331171,15,7.14395,4.12503,4.18626,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2877,Promoter,NR_033306;NM_010888;NM_053163,Mrpl36;Ndufs6,CpG
chr13,73467275,73467681,407,73467487,14,8.34049,4.95819,5.26047,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2878,Promoter,NM_145376,Lpcat1,"exon (NM_145376, exon 1 of 14)"
chr13,73603679,73604303,625,73604042,35,13.7456,4.39191,10.2434,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2879,Promoter,NM_146047,Clptm1l,promoter-TSS (NM_146047)
chr13,73685283,73685862,580,73685689,79,95.2042,26.4437,90.0279,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2880,Exon,NM_028878,Slc6a19,"intron (NM_001359603, intron 7 of 10)"
chr13,73688967,73689235,269,73689138,17,11.1205,5.94983,7.79794,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2881,Exon,NM_028878,Slc6a19,"exon (NM_028878, exon 6 of 12)"
chr13,73725479,73725752,274,73725550,14,6.39368,3.86722,3.51915,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2882,Intergenic,NM_001040692;NM_027780;NM_028186;NM_001168644;NM_001136087;NM_011390;NM_009354;NM_001168645;NM_001168646;NM_028878;NM_001168643,Nkd2;Slc6a19os;Slc12a7;Slc6a19;Slc6a18;Tert,RMER6A|LTR|ERVK
chr13,73936706,73938344,1639,73937777,54,55.5691,17.3737,50.8769,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2883,Promoter,NM_001024508;NM_027182,Trip13;Brd9,promoter-TSS (NM_001024508)
chr13,74061989,74062381,393,74062162,32,22.4624,8.25274,18.527,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2884,Promoter,NM_028959,Cep72,promoter-TSS (NM_028959)
chr13,74208491,74208783,293,74208628,19,6.04017,3.15907,3.20556,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2885,Promoter,NM_177333,Exoc3,promoter-TSS (NM_177333)
chr13,74316894,74317834,941,74317285,26,16.8418,6.961,13.1593,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2886,Promoter,NM_011051,Pdcd6,promoter-TSS (NM_001359996)
chr13,74493611,74493843,233,74493755,20,10.5075,5.0417,7.23964,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2887,Promoter,NM_146231,Zfp825,"intron (NM_146231, intron 1 of 3)"
chr13,74639565,74640318,754,74639703,24,11.1053,4.7009,7.79794,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2889,Promoter,NM_030711,Erap1,promoter-TSS (NM_030711)
chr13,74807909,74808643,735,74808118,24,9.72983,4.14057,6.52472,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2890,Promoter,NM_001301153;NM_009817,Cast,promoter-TSS (NM_009817)
chr13,75740057,75740371,315,75740181,29,23.3021,9.49648,19.3333,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2891,Intron,NM_138953,Ell2,"intron (NM_138953, intron 2 of 11)"
chr13,75825236,75825748,513,75825552,42,24.7199,7.12177,20.703,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2892,Intergenic,NM_138953;NM_053108;NM_028493,Ell2;Rhobtb3;Glrx,Intergenic
chr13,75832504,75833203,700,75832944,101,82.0062,13.6415,76.9601,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2893,Intergenic,NM_138953;NM_053108;NM_028493,Ell2;Rhobtb3;Glrx,Intergenic
chr13,75839619,75840121,503,75839774,13,7.46679,4.62765,4.46665,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2894,Promoter,NM_053108,Glrx,promoter-TSS (NM_053108)
chr13,75844045,75844390,346,75844190,41,19.8118,5.61708,15.9927,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2895,Intron,NM_053108,Glrx,"intron (NM_001360151, intron 1 of 2)"
chr13,76097823,76098085,263,76097865,14,7.97782,4.74824,4.93453,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2896,Promoter,NM_029847;NM_001081352,Ttc37;Arsk,promoter-TSS (NM_001081352)
chr13,76098418,76099155,738,76098979,22,12.6878,5.75191,9.25889,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2897,Promoter,NM_029847;NM_001081352,Ttc37;Arsk,promoter-TSS (NM_001360843)
chr13,77135052,77135567,516,77135459,29,10.7942,4.0122,7.50718,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2898,Promoter,NM_134071;NM_001145676;NM_001081353,2210408I21Rik;Ankrd32,promoter-TSS (NM_001145676)
chr13,77708714,77709091,378,77708787,21,8.86022,4.13679,5.72663,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2899,Promoter,NM_138312;NR_028109;NM_001163420;NM_001163419,Fam172a,CpG
chr13,80884157,80884564,408,80884423,17,8.59857,4.57778,5.50137,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2900,Promoter,NM_001042591,Arrdc3,"intron (NM_001042591, intron 1 of 7)"
chr13,81657707,81658021,315,81657740,18,7.99651,4.13183,4.94645,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2901,Promoter,NM_030257,Lysmd3,promoter-TSS (NM_030257)
chr13,81710328,81711868,1541,81710762,29,18.7394,7.20242,14.9666,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2902,Promoter,NM_028372;NM_001081176,Polr3g;Mblac2,promoter-TSS (NM_028372)
chr13,85189318,85189555,238,85189434,15,7.14395,4.12503,4.18626,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2903,Promoter,NM_023243,Ccnh,promoter-TSS (NM_001347587)
chr13,85288829,85289742,914,85289587,27,14.7522,5.79514,11.1897,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2904,Promoter,NM_145452,Rasa1,"5' UTR (NM_145452, exon 1 of 25)"
chr13,85430171,85430409,239,85430304,49,24.6856,6.09988,20.6705,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2905,Intergenic,,,Intergenic
chr13,85430720,85430997,278,85430797,12,6.62243,4.2971,3.71145,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2906,Intergenic,,,Intergenic
chr13,85509627,85510113,487,85509938,33,18.6885,6.39322,14.9172,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2907,Intergenic,,,Intergenic
chr13,86046367,86046750,384,86046733,20,9.51585,4.56676,6.33546,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2908,Promoter,NM_007749,Cox7c,CpG
chr13,90089351,90090065,715,90089691,30,11.4776,4.14594,8.13253,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2909,Promoter,NM_028012;NM_025335,Xrcc4;Tmem167,promoter-TSS (NM_028012)
chr13,90923006,90923589,584,90923318,23,9.03007,3.97494,5.88911,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2910,Promoter,NM_024175,Rps23,CpG
chr13,91091528,91092027,500,91091640,19,11.4618,5.71609,8.11764,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2911,Intron,NM_025770,Atg10,"intron (NM_025770, intron 3 of 7)"
chr13,91371105,91371380,276,91371240,16,9.25186,5.10158,6.08641,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2912,Exon,NR_045161,A830009L08Rik,"non-coding (NR_045161, exon 3 of 3)"
chr13,91460966,91461334,369,91461090,24,12.7863,5.43662,9.34751,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2913,Promoter,NM_024186;NM_024272,Ssbp2,promoter-TSS (NM_024186)
chr13,91807246,91807680,435,91807452,37,20.1614,6.29366,16.3205,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2914,Promoter,NM_145453,Zcchc9,CpG
chr13,92241641,92241876,236,92241718,12,6.62243,4.2971,3.71145,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2915,Intron,NM_010829,Msh3,"intron (NM_010829, intron 19 of 23)"
chr13,92354156,92355544,1389,92354931,30,20.3899,7.75258,16.5447,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2916,Promoter,NM_010829;NM_010049,Dhfr;Msh3,promoter-TSS (NM_010049)
chr13,92483629,92484088,460,92483941,19,12.5916,6.33098,9.17278,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2917,Promoter,NM_001163627,Fam151b,"intron (NM_001163627, intron 1 of 5)"
chr13,93093863,93094281,419,93094006,17,9.23488,4.91067,6.0793,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2919,Promoter,NR_046182,A630019I02Rik,promoter-TSS (NR_046182)
chr13,93303612,93304349,738,93303783,45,35.1121,10.619,30.809,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2920,Promoter,NM_011982;NM_001284189;NM_147176,Homer1,"5' UTR (NM_147176, exon 1 of 10)"
chr13,93499295,93499908,614,93499782,23,7.00412,3.20976,4.07013,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2921,Promoter,NM_021310,Jmy,"5' UTR (NM_021310, exon 1 of 11)"
chr13,93593217,93593576,360,93593509,15,7.14395,4.12503,4.18626,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2922,Intergenic,NM_021310;NM_022884;NM_016668;NM_028772,Jmy;Bhmt2;Bhmt;Dmgdh,Intergenic
chr13,93771001,93771788,788,93771354,37,32.9294,12.0289,28.6763,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2923,Promoter,NM_009712,Arsb,promoter-TSS (NM_009712)
chr13,94358623,94359012,390,94358718,15,8.83289,5.05416,5.70939,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2924,Promoter,NM_009680;NR_045619,Ap3b1;Gm9776,promoter-TSS (NM_009680)
chr13,94788813,94789159,347,94788943,20,9.51585,4.56676,6.33546,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2925,Promoter,NM_009321,Tbca,promoter-TSS (NM_009321)
chr13,94976262,94976651,390,94976409,20,12.9494,6.30195,9.50446,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2926,Promoter,NM_172590,Wdr41,"5' UTR (NM_172590, exon 1 of 13)"
chr13,95419246,95419976,731,95419644,64,70.1123,20.5757,65.2146,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2927,Intergenic,NM_028106;NR_034043;NM_025630;NM_001081159;NM_198408;NM_007974,Snora47;Zbed3;S100z;Crhbp;Aggf1;F2rl1,MER5A1|DNA|hAT-Charlie
chr13,95449459,95450017,559,95449650,25,13.6477,5.65409,10.1481,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2928,Intergenic,NM_025630;NM_001081159;NM_007974;NM_198408,Aggf1;F2rl1;Crhbp;S100z,Intergenic
chr13,95524862,95525189,328,95524905,13,7.46679,4.62765,4.46665,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2929,Promoter,NM_007974,F2rl1,CpG
chr13,95617763,95618709,947,95618139,24,15.0681,6.52387,11.489,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2930,Promoter,NM_010169,F2r,CpG
chr13,95696838,95697112,275,95696933,22,8.34766,3.80932,5.26469,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2931,Promoter,NM_010170,F2rl2,promoter-TSS (NM_010170)
chr13,95712883,95713134,252,95713076,21,8.86022,4.13679,5.72663,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2932,Intron,NM_027711,Iqgap2,"intron (NM_027711, intron 12 of 35)"
chr13,95890595,95891412,818,95891143,23,16.6397,7.58124,12.9726,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2933,Promoter,NM_027711,Iqgap2,"intron (NM_027711, intron 1 of 35)"
chr13,95892132,95892880,749,95892533,47,33.9038,9.6034,29.6324,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2934,Promoter,NM_027711,Iqgap2,promoter-TSS (NM_027711)
chr13,95988362,95988598,237,95988373,19,5.54534,2.95967,2.7715,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2935,Intron,NM_029210,Sv2c,"intron (NM_029210, intron 6 of 12)"
chr13,96388105,96388710,606,96388378,31,26.4647,10.5775,22.3886,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2936,Promoter,NM_026173,Poc5,"5' UTR (NM_026173, exon 1 of 13)"
chr13,96510634,96511034,401,96510784,38,26.143,8.48113,22.0817,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2937,Intron,NM_012048,Polk,"intron (NM_001347604, intron 2 of 12)"
chr13,96542278,96543152,875,96542424,18,8.87784,4.56154,5.74238,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2938,Promoter,NM_001164222;NM_012048;NM_023420,Col4a3bp;Polk,promoter-TSS (NM_001164222)
chr13,96669889,96670889,1001,96670695,33,19.6906,6.80241,15.8761,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2939,Promoter,NM_008255,Hmgcr,CpG
chr13,96956446,96956846,401,96956632,26,17.9929,7.53729,14.2555,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2940,Intergenic,NM_001284205;NM_001166065;NR_104276;NM_025585;NM_001080777,Gcnt4;1700029F12Rik,Intergenic
chr13,97137486,97138459,974,97137665,20,14.1099,6.94147,10.5825,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2941,Promoter,NM_177266;NM_001146043;NM_021552;NM_001271463;NM_001271465;NM_001271464,Nsa2;Gfm2,promoter-TSS (NM_001271465)
chr13,97241648,97242125,478,97241878,13,7.46679,4.62765,4.46665,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2942,Promoter,NM_007930,Enc1,CpG
chr13,97680571,97680985,415,97680687,39,27.19,8.69859,23.0961,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2943,Intergenic,NR_046157,Gm5086,Intergenic
chr13,98262766,98263198,433,98262950,29,20.7691,8.18445,16.9059,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2944,Promoter,NM_001271388;NM_001271389;NM_001271391;NM_001271390;NM_001271392;NM_178918;NM_023472,Ankra2;Utp15,promoter-TSS (NM_001271389)
chr13,98832332,98832735,404,98832601,61,57.2094,15.5052,52.4866,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2945,Intergenic,NM_001048267;NM_178716;NM_172591,Tnpo1;Fcho2,Intergenic
chr13,98890118,98891119,1002,98891036,29,13.4677,4.96868,9.99074,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2946,Promoter,NM_001048267,Tnpo1,(CGG)n|Simple_repeat|Simple_repeat
chr13,98924944,98926135,1192,98925958,24,10.411,4.41337,7.14815,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2947,Promoter,NM_178716,Tnpo1,"intron (NM_178716, intron 1 of 23)"
chr13,98926460,98926990,531,98926464,15,6.60044,3.84129,3.70753,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2948,Promoter,NM_178716,Tnpo1,promoter-TSS (NM_178716)
chr13,99344400,99345137,738,99344722,52,37.7994,9.9659,33.4348,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2949,Promoter,NM_026873;NM_173757,Mrps27;Ptcd2,promoter-TSS (NM_173757)
chr13,100103630,100104203,574,100104111,35,23.0689,7.82873,19.108,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2950,Promoter,NM_001081061,Bdp1,"5' UTR (NM_001081061, exon 1 of 39)"
chr13,100107951,100108198,248,100108043,13,7.46679,4.62765,4.46665,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2951,Promoter,NM_011353,Serf1,promoter-TSS (NM_011353)
chr13,100124763,100125243,481,100124907,23,10.3393,4.51286,7.0843,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2952,Promoter,NM_001252629;NM_011420,Smn1,CpG
chr13,100650947,100651417,471,100651303,29,13.4677,4.96868,9.99074,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2953,Promoter,NM_001015889;NM_011233;NM_027592;NM_001283011;NM_001044371;NM_027139,Rad17;Ak6;Taf9,promoter-TSS (NM_001283011)
chr13,100730561,100731234,674,100730940,19,12.5677,6.3177,9.15279,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2954,Promoter,NM_009874,Cdk7,promoter-TSS (NM_009874)
chr13,100775505,100776007,503,100775857,45,36.0661,11.0437,31.7361,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2955,Promoter,NM_021886,Cenph,"exon (NM_021886, exon 1 of 9)"
chr13,100785884,100786911,1028,100786525,51,33.5346,8.61238,29.269,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2956,Promoter,NM_172301,Ccnb1,promoter-TSS (NM_172301)
chr13,100832733,100833571,839,100833326,32,20.1013,7.17634,16.2628,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2957,Promoter,NM_022885,Slc30a5,"exon (NM_022885, exon 1 of 16)"
chr13,101540419,101540726,308,101540590,39,36.5097,13.2218,32.1733,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2958,Intergenic,,,Intergenic
chr13,101659134,101659427,294,101659182,29,10.7942,4.0122,7.50718,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2959,Intergenic,NM_001024955;NM_001077495,Pik3r1,Intergenic
chr13,101701896,101702514,619,101702318,18,10.5556,5.43029,7.28179,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2960,Exon,NM_001077495,Pik3r1,"intron (NM_001077495, intron 5 of 15)"
chr13,101766842,101767158,317,101767068,15,9.24171,5.28874,6.0793,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2961,Promoter,NM_001077495,Pik3r1,"intron (NM_001077495, intron 1 of 15)"
chr13,101767922,101768182,261,101767939,18,6.78566,3.57268,3.86141,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2962,Promoter,NM_001077495,Pik3r1,"5' UTR (NM_001077495, exon 1 of 16)"
chr13,103773833,103774712,880,103774052,24,12.7863,5.43662,9.34751,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2963,Intergenic,NM_001289473;NM_001005868;NM_172592;NM_001289475;NM_001289474,Srek1;Erbb2ip,CpG
chr13,103919413,103920107,695,103919854,16,8.02165,4.43623,4.96923,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2964,Promoter,NM_001289473;NM_001005868;NM_001289475;NM_001289474,Erbb2ip,"intron (NM_001005868, intron 1 of 26)"
chr13,103955682,103956159,478,103955860,39,35.4552,12.662,31.1392,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2965,Intergenic,NM_001289473;NM_029447;NM_001005868;NM_001289475;NM_001289474,Erbb2ip;Nln,Intergenic
chr13,104109302,104109704,403,104109525,27,21.0289,8.86338,17.1528,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2966,Promoter,NM_029447;NM_144838,Sgtb;Nln,promoter-TSS (NM_001361054)
chr13,104178063,104179140,1078,104178967,23,12.6335,5.54035,9.21128,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2967,Promoter,NM_001093760;NM_030731;NR_003546;NM_001093759;NM_025879,Trappc13;Trim23,promoter-TSS (NM_001360778)
chr13,104228642,104229365,724,104228954,49,24.6856,6.09988,20.6705,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2968,Promoter,NM_181061;NM_172807;NM_021790;NR_075088,Cenpk;Ppwd1,promoter-TSS (NM_021790)
chr13,106691753,106691989,237,106691910,17,11.1205,5.94983,7.79794,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2969,Intergenic,,,Intergenic
chr13,106936511,106937239,729,106936992,33,24.0702,8.7657,20.0807,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2970,Promoter,NM_029665,Ipo11,promoter-TSS (NM_001360897)
chr13,106947087,106947536,450,106947135,17,6.13615,3.38465,3.29156,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2971,Promoter,NM_025447,Dimt1,CpG
chr13,107021273,107021922,650,107021434,18,11.0566,5.70177,7.7567,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2972,Promoter,NM_001145779;NM_008442;NR_015471,Kif2a;3830408C21Rik,promoter-TSS (NR_015471)
chr13,107095440,107095675,236,107095587,20,11.2548,5.41411,7.92175,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2973,Intergenic,NM_001145779;NM_008442;NR_015471,Kif2a;3830408C21Rik,Intergenic
chr13,107573526,107573959,434,107573665,44,40.5178,13.5042,36.0942,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2974,Intergenic,NR_045084;NR_045083,AI197445,Intergenic
chr13,107889727,107890109,383,107890056,20,7.03778,3.47808,4.09853,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2975,Promoter,NM_145456,Zswim6,"exon (NM_145456, exon 1 of 18)"
chr13,107890373,107891086,714,107890583,20,8.12609,3.93892,5.07034,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2976,Promoter,NM_145456,Zswim6,promoter-TSS (NM_145456)
chr13,107897150,107897639,490,107897418,90,92.1408,20.2292,86.9958,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2977,Intergenic,NM_145456,Zswim6,Intergenic
chr13,108044056,108044645,590,108044471,18,7.99651,4.13183,4.94645,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2978,Promoter,NM_001048250,Smim15,promoter-TSS (NM_001048250)
chr13,108072184,108072417,234,108072313,26,20.6089,8.92474,16.7499,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2979,Intron,NM_001127346,Ndufaf2,"intron (NM_001360140, intron 3 of 4)"
chr13,108158402,108159123,722,108158743,18,7.99651,4.13183,4.94645,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2980,Promoter,NM_001127346;NM_028042,Ercc8;Ndufaf2,promoter-TSS (NM_028042)
chr13,108316145,108316859,715,108316438,58,51.969,14.1648,47.3353,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2981,Promoter,NM_178683,Depdc1b,CpG
chr13,109229614,109229978,365,109229750,19,10.3887,5.15629,7.12637,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2982,Intron,NM_011056,Pde4d,"intron (NM_011056, intron 3 of 16)"
chr13,109822485,109822760,276,109822733,24,8.57777,3.69959,5.48069,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2983,Intron,NM_011056,Pde4d,"intron (NM_011056, intron 7 of 16)"
chr13,109902886,109903369,484,109903144,35,20.5215,6.76929,16.6712,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2984,Promoter,NR_035442,Mir1904,promoter-TSS (NR_035442)
chr13,109904030,109904390,361,109904133,17,5.22269,2.98121,2.48607,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2985,Promoter,NR_035442,Mir1904,TTS (NR_035442)
chr13,111568926,111569452,527,111569214,44,36.6358,11.6017,32.2949,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2986,Intergenic,NM_001122963;NM_028487,Gpbp1,Intergenic
chr13,112396669,112396972,304,112396833,50,36.3638,9.87449,32.0322,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2987,Intergenic,NM_001168403;NM_029898;NM_010560;NM_001168404;NM_001168405,Il6st;Ankrd55,Intergenic
chr13,112424354,112424606,253,112424429,18,8.87784,4.56154,5.74238,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2988,Intergenic,NM_001168403;NM_010560;NM_001168404;NM_001168405;NM_139299;NM_029898,Il6st;Il31ra;Ankrd55,L1M5|LINE|L1
chr13,112424920,112425504,585,112425457,23,9.03007,3.97494,5.88911,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2989,Intergenic,NM_001168403;NM_010560;NM_001168404;NM_001168405;NM_139299;NM_029898,Il6st;Il31ra;Ankrd55,B1_Mur2|SINE|Alu
chr13,112426589,112426908,320,112426798,17,8.7202,4.64066,5.61254,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2990,Intergenic,NM_001168403;NM_010560;NM_001168404;NM_001168405;NM_139299;NM_029898,Il6st;Il31ra;Ankrd55,Intergenic
chr13,112443248,112443531,284,112443391,24,18.3729,8.26365,14.6103,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2991,Intergenic,NM_001168403;NM_010560;NM_001168404;NM_001168405;NM_139299;NM_029898,Il6st;Il31ra;Ankrd55,Intergenic
chr13,112446980,112447693,714,112447328,63,55.0501,13.9178,50.3625,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2992,Intergenic,NM_139299;NM_001168403;NM_010560;NM_001168404;NM_029898,Il6st;Il31ra;Ankrd55,Intergenic
chr13,112465148,112465494,347,112465156,15,5.88391,3.47944,3.05905,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2993,Promoter,NM_010560,Il6st,"intron (NM_010560, intron 1 of 16)"
chr13,112465974,112466349,376,112466111,17,9.8089,5.21903,6.59557,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2994,Promoter,NM_010560,Il6st,"intron (NM_010560, intron 1 of 16)"
chr13,112660821,112661128,308,112661108,16,9.25186,5.10158,6.08641,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2995,Promoter,NM_178746,Slc38a9,"intron (NM_178746, intron 1 of 14)"
chr13,112926906,112927550,645,112927417,29,18.1409,6.92544,14.3989,8038_CK_15_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_2996,Promoter,NM_028151;NM_172594,Skiv2l2;Dhx29,promoter-TSS (NM_172594)
